job_title,required_skills
business intelligence developer,"angular javascript, .net, c#, webapi"
software engineer,"java, big data, hadoop, angular js, python"
hadoop developer,"enterprise architecture, data analytics, business intelligence, micro strategy"
network engineer,asr
information security analyst,"soc, siem, ids, ips"
crm consultant,"embedded, automotive"
business intelligence developer,"express, angular.js, node.js"
java developer,"java, junit, testing restful apis"
network security engineer,"linux, network, red hat, tool, tomcat, puppet, java, sysadmin, bash, ldap"
business intelligence developer,"development, architect"
imaging specialist,"sap, supply chain procurement"
it auditor,"audit, cpa, sox"
health systems analyst,"netapp, vmware, checkpoint, ms exchange, sql server, cisco switches, cisco ucs , polcycoml phone system"
oracle developer,"oracle 12c, pl, sql, strong communications"
technical support specialist,"visual studio .net, c#, web services, xml, xsd, xslt, ajax, html, css, biztalk, informatica"
web developer,"angular, node, html5, css3 , javascript"
hadoop developer,"aem, restful, html, css, javascript"
security administrator,"l vmware, disaster recovery"
business intelligence analyst,"workday , hcm"
health systems analyst,"ibm as400, windows server, v, active directory, dhcp, wins, dns"
decision support analyst,"writing system documentation , procedures, 1 years"
technical support manager,"check point firewall, meraki switches, wireless access points, cisco routers, ips"
software engineer,"c++, c#, object oriented design, sql, xml, uml"
java developer,"iot, java, scala, aws , cloud, javascript, api"
java developer,"java j2ee , jsp , javascript , sql"
android developer,"j2ee, architecture, apis, design, node.js, react.js, restful services"
clinical application manager,"sap, pp, qm, quality management, wm, warehouse management, mes, mii, pm, plant maintece, apo, im, inventory management, configuration, requirements"
network engineer,"ccnp, ccna, cisco, network administration, lan, wan, routers, switches, firewalls, load balancers, san, nas, disaster recovery, troubleshoot"
oracle dba,"oracle, dba"
solutions architect,"amazon web services, aws, ec2, s3, ami, iam, microsoft bi stack, ssrs, ssis, ssas, sql, business intelligence, analytics, development, database administration"
business intelligence developer,"perl, linux, sql, bash"
business intelligence developer,ibm bpm
software engineer,"software development, javascript, coffereescript, ui"
it project manager,portfolio management
net developer,"c#, asp.net, javascript, ood, sql, soa, agile, scrum"
systems administrator,vmware vsphere management
java developer,"java, rest api, computer science"
storage engineer,"linux, bash, shell, script, nas, automation"
sql developer,"microstrategy, relational database, sql, terradata"
solutions architect,"big data, agile"
director data,"retail, ecommerce, big box, beauty industry"
data warehouse jobs,"automatic controls, conveyor systems, power tools, fork lift, warehouse machinery"
information assurance engineer,"java, analytical"
technical support specialist,"itil, cherwell, help desk, html, css, git, ms word, dita"
ruby on rails developer,it bench sales
business intelligence analyst,"teradata, sql server, data analysis"
gis administrator,"security+ certification, iis, websphere, spatial , anywhere extensions, oracle"
peoplesoft jobs,peoplesoft benefits
tech support jobs,"biovia, accelrys, symyx eln"
technical service representative,"sql, table creation"
sql developer,"qt, qml, java, c++, linux"
business intelligence developer,"certification 401, 501"
software engineer,"apex, salesforce, software"
software product manager,"scrum, acumen, itil, itsm, communication"
software engineer,"experience with tcp, ip, encryption, socket development, switches, routers"
threat analyst,"business analyst , business architect "
web developer,"thorough functional , higher products , technologies strong business , leadership"
security administrator,"mysql database, perl, python, tripwire enterprise"
business intelligence developer,".net, c#, javascript"
network security engineer,"full time, contract corp, to, corp, contract independent, contract w2, c2h corp, to, corp, c2h independent, c2h w2"
hadoop developer,"ficial services, applications, c++, c#, linux, unix, data models, ficial, management, budgets"
information systems technician,"help desk, user support, it, technician, desktop support, pc repair, maintece, information technology, software, hardware, work station, network, a+, mcp"
imaging specialist,"project controls, cost, schedule, budget, closeout, verification"
java developer,"mysql, aws, java, design patterns, algorithms"
net developer,".net, c#, angular js"
gis administrator,"salesforce, apex"
database administrator,"db2, dpf, luw, oracle"
oracle database manager,"payments, fluent in java, jsp, ajax, javascript, plsql"
oracle dba,"install base , extended warranty amortization"
sql developer,"ios , roid"
software engineer,"crm, erp, c#"
business intelligence developer,"sql, unix, ficial services industry"
security incident response engineer,"embedded linux, kernel, drivers, arm, c, c++"
technical service engineer,"hbss, fortify, acas, retina"
business analyst,"business analysis, agile"
java developer,"bpm, javascript, .net, html programming."
penetration tester,"network security, it security, ceh"
big data engineer,"windows, o365, sharepoint"
business intelligence developer,"business intelligence, sql"
release engineer,"build, release engineering experience, excellent communication"
software engineer,".net programming , sql database"
data architect,"performance test architect, testing , analysis, microsoft .net"
linux system administrator,"linux, unix"
sql developer,"sql server, tableau, excel"
data manager,"jira, agile, sdlc, scrum, dam, mobile"
business analyst,"erp, oracle, project management"
network engineer,"firewalls, vpn devices, switches routers, load balancers, remote access technologies, tcp, ip, network monitoring tools"
systems administrator,"wan management, lan, vmware esxi, linux, cisco administration, novell, voip"
sql developer,"oo javascript, jquery, json, angular.js"
java developer,"java, j2ee, ooad, sql, design patterns, hibernate, perl, jmx, unix, angularjs, node.js"
data scientist,"vmware esx, netapp , ontap storage, wmware view, hp , cisco"
sql developer,"agile, java, xp"
automation application engineer,"automation , selenium"
data manager,"bs, ba"
java developer,"java, c++, linux"
network engineer,"uc collab networks, configuration, decommissioning , tearing down"
technology adoption manager,"sales, it infrastructure, solutions, technology"
microstrategy architect,"ccie, cissp, security"
business intelligence developer,"c++, qt, linux, windows, tcp, ip, rs232"
security engineer,"information security, compliance, network management, cissp, cisa, giac, it controls"
accounting systems analyst,"sap, implementation, utilities industry, sale"
systems administrator,"voip, vmware administration, firewalls, switches, vlans, vpn, security management, hardware"
data manager,"csr, customer service"
java developer,"java, java ee, servlets, jsp, jsf, ejb 2.0 +, jndi, jdbc, jms, junit, maven, orm jpa, hibernate, ibatis, subversion. soap, xml, xsd, pl, sql, oracle 11g , spring framework, spring batch fram"
clinical application manager,"sap fico , rmca , fica"
database administrator,"db2 , z, os, dba"
hadoop developer,atory
security auditor,"siem, soc, tcp, ip, ids, ips"
software engineer,software development experience
application jobs,".net, wpf, winforms, asp.net, rad with telerik, wcf web services, + signalr, + sql server, sapbo"
security incident response engineer,"backend engineering , in java, rails"
business intelligence developer,"ssis, ssas, ssrs, sql server"
microstrategy architect,"enterpsire solutions, business architecture, business strategies, mobile technologies"
gis administrator,"soa, osb, middleware"
software development coordinator,"algorithms, javascript"
technical manager,"architect, technical, solutions, strategy, mobile, roid, ios"
security administrator,"mainframe, racf, acfl, user access"
business intelligence developer,it
java developer,"java, big data, hadoop , jms"
java developer,"java, ee, weblogic, git, api"
systems manager,scada
java developer,"java, ee, api"
net developer,"unity framework, svc, vr, roid, java"
enterprise architect,"security, cissp, risk"
business intelligence developer,"microsoft dynamics, windows server, ms server, crm sdk, microsoft .net framework, c#, source control management, sql server, web services, ms dynamics crm, asp.net, sql, oracle, visual studio, scribe"
security engineer,"cyber security, vulnerability, fisma, hipaa"
business intelligence developer,sr java
chief information security officer,ciso cissp
ux designer,"ux, stb, set up boxes, pruduct design"
health systems analyst,"sql, my sql, legacy systems"
financial systems administrator,"server, switchers, firewall , hyper v"
crm consultant,"pricing , vistex ip promotion, tpm"
big data engineer,"vro, vra, vmware, servicenow"
mule developer,telerik
web developer,"c++, unix, ood fix, feed h, lers"
business systems analyst,"such as ivr, speech recognition, voice biometrics"
data analyst,"obiee, informatica 9.1, dac, reports, etl, sql"
hadoop developer,"linux administration, cloud architecture, javascript"
information assurance engineer,"audio, design"
java developer,"oo concepts, core java, design patters, spring framework, hibernate"
release manager,"build , unix"
big data engineer,"robotic systems, design automation systems, automation, sensors, gantries, simulations, fanuc, mechatronic, mechanisms"
exchange administrator,"airwatch, exchange, sharepoint"
ruby on rails developer,"ruby, railes, html, web services, css, github"
wireless network engineer,"wireless, design, ccnp, pki, network security, route, switch"
technical support specialist,"algo, algorithmic, equity, equities, java, dma, unix, oo, agile"
hadoop developer,"test, frameworks, qa, python, java, api, back end, linux, mobile, automation, mysql, sql queries, mobile automation, virtualization, software"
big data engineer,"full time, contract corp, to, corp, contract independent, contract w2, c2h corp, to, corp, c2h independent, c2h w2"
scientific programmer,"linux, c, shell, perl, sql server"
java developer,"java, j2ee, javascript, microservices, oracle drm"
data migration lead,"etl, dw datawarehouse, ccar"
data manager,"nortel, voip, mics, option 11, bcm, callpilot, microsoft lync, skype for business, voice communications systems, voice communications networks"
information technology professor,"sap sd technical, sap sales , tpm"
technical support specialist,"technical pm, agile, php, lamp, web, software application development"
aix administrator,"aem, administration, ldap, unix, maven, svn, perl"
business intelligence developer,"c#, .net, n, tier application, web services, window services, iis, sql, ms, sql, low latency, gui, localization"
technical service representative,"adobe cq aem, java & j2ee, jee javascript, html5, css3, jsp, jms, junit, aop, mvc, eclipse"
business intelligence developer,"sales force, sfdc, apex , visualforce"
master data analyst,"workday, hris, hrit"
graphic design intern,"sap, hcm"
information assurance engineer,"help desk, network administration"
security architect,"infrastructure, infra, architect, unix, windows, disaster recovery"
information assurance engineer,"websphere, jboss, tomcat, ibm http server"
sql developer,"java, hibernate, soap, jsf, primefaces, alfresco"
software engineer,"html, web services, computer science"
network security engineer,"automation, java, watir, selenium"
information assurance engineer,"cucm, voice, voip"
financial systems administrator,"ems, business works"
threat analyst,"sap pp, pi"
network security engineer,"java, j2ee, ecommerce , node.js , rest api"
information security analyst,"ids, ips, soc, events, siem"
uat tester,"selenium, agile"
software engineer,"c++, scalable software systems, tcp, kernel, level network , distributed , secure systems"
data architect,"ibm v7000 storwize, vmware, rhel, active directory"
threat analyst,"ids, ips, siem, unix, linux, firewall, network, arsight"
network consultant,"erp, payroll, peoplesoft hcm, hrms"
technical program manager,"project management exp., card services"
hadoop developer,"windows 10, windows surface, windows mobile, xamarin, sqlite, c#, .net, universal apps, application development, mobile, mobile development"
epic analyst,"sap, oracle, sap, baan, peoplesoft, develop, design"
gis database administrator,"sap abap, revenue recognition, fico, sd"
ux designer,"ui, ux design, animation, motion design, adobe after effects, sketch, tv, mobile, tablet products"
crm consultant,markview
technical jobs,"strong ooa , ood"
information assurance engineer,"plm, pdm, creo, catia, pro, e"
oracle dba,"om, service request, install base, pl, sql code"
business intelligence analyst,"business intelligence, bi, ms sql, tableau, cognos"
penetration tester,"firmware, hardware, nest, mobile, devices"
software engineer,"java, open source, ci, cd, devops"
business analyst,"it, agile, scrum, waterfall, sdlc, business requirements definition, brd, analysis, startup, product management, excel, access, ms visio, process"
web developer,"typescript, web, scrum, git, css, sass, isomorphic, javascript, ui, ux"
sql developer,"full time, contract corp, to, corp, contract independent, contract w2, c2h corp, to, corp, c2h independent, c2h w2"
software engineer,"javascript, html, css, angular"
network security engineer,"firewall, security, juniper , cisco, ids, ccna, ccnp, firewall."
threat analyst,"infrastructure, market data, bloomberg terminal, factset, polypaths, tradeweb, markit, calypso, murex, moodys, thomson one"
sql dba,"sql server dba, server administration, optimization, pto, ha, dr, iis, active directory, ssae, 16"
data scientist,"obiee rpd, data architecture, mdm, goverce, oracle pl, oracle sql, odi, etl, apex 5.x, golden gate, dba, oracle"
web developer,"development, angularjs, c#"
release engineer,"maven, continuous integration"
chief data officer,"sap, fi, co, hana"
threat analyst,"analyst , gre"
linux system administrator,"linux, rhel, suse, certifications"
technical consultant,"sso, ldap, saas"
backup administrator,"mc serviceguard, ignite, ux, npar, vpar"
linux system administrator,"linux, security, hypervisors, vmware"
crm consultant,"teamcenter , procees simulate"
solutions architect,".net, sql, ssrs, ssis, ssas, businees intelligence, solutions architecture, security experience"
business intelligence developer,java python scala
security incident response engineer,"bioinformatics, ngs data analysis, perl, python, java"
security architect,"cissp, ccsp, cisa, cism, gsec, ccie, network security architect"
technical consultant,"successfactors, compensation"
solutions engineer,"sales, sap, implementation, utilities industry"
threat analyst,"roid, apache, cms, development, html, http, ios, java, linux, mysql, mysql, php, research, ruby"
net developer,"oracle bpel, human workflow , mediator , owsm"
solution specialist,"development operations, devops, mainframe administration, rational on z, zlinux"
gis analyst,"grievance , appeals rn"
functional tester,"oracle, distribution, lead, functional, ebs, wms"
network engineer,"network, design, route, switch, mpls, tcp, ip, ospf, bgp, nexus, cisco"
portal architect,mathematics
microstrategy architect,"sap, hana, togaf"
network security engineer,"sccm, citrix, xenapp, vdi, desktop, osd, window server, scom, active directory, o365"
sql dba,"sql, dba, stored procs, t sql, triggers"
network engineer,"qos, sip, troubleshooting o data, atm, vpn, sonet, ip, ospf, bgp, netbios, dhcp, tftp, http, subnets, multicasts, linux, wan network design, integration, including ftp, telnet, www; routers, repeaters, bridges, switches, snmp, sna, sna over ip, wan, multimedia network design, network security administration, encryption technologies, software, 1, mpeg, 2, mpeg, 3, meg, 4, set, top, box technologies, web, based client, server applications"
security architect,"iso, cobit, coso, pci"
business intelligence manager,"organization, management"
software engineer,"javascript, nodejs, angularjs, mongodb, sql, c#"
java developer,"java, api, rest"
net developer,".net, c#, asp.net, sql, server, pl, sql, t, sql, ssis, ssrs, xml, java, javascript, mvc, ajax, jquery, angular javascript, jquery, mstest, nunit, tfs, msmq, xml, html5, php, ux, ui, hadoop"
android developer,"2+ year experience, java"
java developer,"angularjs, java, javascript"
data analyst,"data analysis, data validation, statistical algorithm validation, etl validation, data acquisition validation, sql, microsoft excel, microsoft access, statistical data analysis"
security incident response engineer,"vmware, san, windows, san, hyperv, vlans, shared storage, fiber channel, iscsi"
network security engineer,dmz
it project manager,"c#, .net, sql, reports development"
business intelligence analyst,"peoplesoft hcm, peoplesoft ficials, jd edwards"
director it,"salesforce, javascript, infrastructure"
database administrator,"tableau administration, tableau server"
hadoop developer,"devops, test driven developement, agile, automated test suites"
business intelligence analyst,"ms office 2007+, microsoft windows 7, active directory"
crm consultant,"atg, endeca"
automation application engineer,"test lead, versionone, sql, saas, .net, j2ee, java, c#, oop, microsoft test framework, rdbms, html, http"
oracle dba,"oracle dba, query optimization, backups"
oracle dba,"healthcare ba, pbm, pharmacy"
net developer,"entity framework 6, html5, css, saas, bootstrap, web api, javascript, angular"
sql developer,hp exstream
exchange administrator,"exchange, office 365"
oracle dba,"oracle e, business suite, hyperion, broker commissions system, ebs, business objects"
android developer,"roid developement, prior experience with , roid app upgrades."
network engineer,"tcp, ip, layer 3, cisco, linux"
vp software,"agile, scrum"
business intelligence developer,"c++, ui, c#"
business intelligence developer,"salesforce, apex , visualforce"
automation application engineer,"bdd; automation, .net; specflow"
it project manager,"project management, planview, mba, pmi pmp certification, pmi acp certification, agile, retirement industry"
cobol programmer,"c, c++, vlsi, embedded, visual c++, linux, unix"
technical support specialist,"problem analysis, help desk, technician, phone support, microsoft technologies, virtual machines, microsoft office"
soa engineer,"linux, unix, java, web services, sql server;"
big data engineer,"engineers , developers , an"
business analyst,"business analysis, operations, project management"
hadoop developer,"automation , deployment experience"
database administrator,"sas;ato, linux, unix"
business analyst,"fice, business analysis, software"
sql developer,lamp
hadoop developer,"business objects 4.0, tableau"
ux designer,"agile, hybrid, native , or html5"
db2 dba,"db2 dba, zos, tso, ispf, sdsf, jcl, dfsort, ibm data studio, omegamon, cobol;, cics"
technical support specialist,"confluence, atlassian, google docs, google sites, api, blog, hr"
data architect,"ms sql server, mysql, soa, rest , web services, jsr"
crm consultant,"websphere, firewall design exp"
sql developer,"c#, vb.net, sql, xmal"
net developer,"c# .net, sql, tfs"
business intelligence developer,"ruby 2+, rails 4+, rspec, javascript coffeescript, angular, css, scss, html, postgres db, git, github, fe, ui development, sql, linux sysadmin"
business intelligence manager,"aws, automation, microsoft windows server, ansible, firewalls, security"
web developer,"html, css, javascript, wordpress, php, mysql"
technical service representative,"architect, java, web, ecommerce, css"
net developer,"ssis, etl, data, migration, sql"
security incident response engineer,"simulation software, project experience"
hadoop developer,develop
software engineer,excellent software development
linux system administrator,"linux system admin, no sponsorship, local c, idates only"
network security engineer,"windows server 2008r2, 2012, clustering"
devops engineer,"devops, aws, puppet, java"
service desk associate,"prior glp, gmp experience"
business intelligence developer,"java, jason, xml"
hadoop developer,"software configuration, software analysis, software development management, c#, dba, sql, visual basic .net"
business intelligence analyst,"quality assurance, manual, automation, data, database, oracle, sql, scripts"
business intelligence developer,"javascript, css, bootstrap, angularjs, jquery , opensource projects , karma"
web developer,"html5, angular , css, node.js, javascript"
windows administrator,"vmware, active directory, windows server, virtualization, network, switches, firewalls"
business intelligence developer,"front end, ui, user interface, angular js, angular.js, node js, node.js, backbone, cordova, java script, html5, css"
business analyst,business work flow
director business intelligence,"etl, business intelligence, pharmaceutical, biotech, microstrategy, olap"
net developer,"c# .net, microsoft sql"
software engineer,"qa, software, automation"
systems administrator,"linux, windows, server, active directory, powershell, vmware"
master data analyst,"infrastructure operations, file transmission"
software product manager,"agile, scrum, itil, itsm"
security incident response engineer,"storage, api"
sql developer,"information system application, php, perl, c#, c++, css, javascript, mysql, sql server, oracle, structured query language, sql, linux, unix"
sql developer,"sql, oracle"
business analyst,utilities industry exp
vice president network,vice president network
sql developer,"angularjs, css"
business intelligence analyst,"linus, vmware, vsphere, red hat"
java developer,"java, j2ee, servlets, hibernate, restful services"
analytic programmer,"salesforce, solution architect, code development, web development"
gis administrator,"active directory, exchange, sql, windows os, cic 2015, interactive intelligence platform, ivr, customize call flows, iccs certification, ichd certification, application development, marquee, wfm integrations"
director information security,"system security, information security, application security"
vp information technology,"network, server, telecommunications management, linux, remote desktop services, microsoft exchange, project management, security, virus protection, sensitive data, storage allocations, user rights, access rights, property management"
systems administrator,security patch installation
it project manager,"it, gannt, analytical, voip, pbx, voice, data, network, citrix, vpn, cyber security"
help desk jobs,diagnosis
security engineer,"infosec, security, network, compliance, regulations, lan, wan"
oracle dba,"oracle 12c, 11g, 10g, rac, rman, sql server"
data migration lead,"aem , cq5 , web , lead"
crm consultant,"etl, sql server, data quality, cloud, etl, metadata, data goverce, mdm, rdm, mds, infosphere, siperian, informatica , orchestra, aws, bluewolf, master data"
computer technician,"augmented reality, virtual reality, ar, vr, vuforia, c++, slam, simultaneous localization"
data architect,"hadoop, hdfs, sql, mpp, nosql"
ios developer,hyperion
technical analyst,"web servers, ssl certificates, ftp, dns, dhcp, etc.microsoft windows xp, vista, 7, 8.1, server 2003 , written , interpersonal communication"
network engineer,"test automation, c#, asp.net, java, html, xml, degree"
data manager,"account management, it staff augmentation, business development, sales executive, account executive, it sales, technology"
big data engineer,"continuous integration , continuous delivery"
business systems analyst,syteline
systems engineer,"full time, full time"
application support analyst,"strong in sql, testing experience, client interaction"
network security engineer,"javascript, sql, crm"
integration developer,"sql, ssis, ssas, implementation"
data analyst,"repair, mcitp certification"
decision support manager,microsoft
network security engineer,"ipv4, ipv6, snmp, tdd"
business intelligence developer,"bable.js, chrome , webpack dev tools, css, full stack, git, html5, integration, jasmine, java, javascript, junit, production, react, redux, relational database, selenium, single page, sql"
exchange administrator,"exchange, outlook, active directory"
oracle developer,"apex, pl, sql"
business intelligence developer,"puppet, open stack"
crm consultant,"managed services, small business server, exchange server, active directory"
big data engineer,"big data, hadoop, nosql, spark, hbase, hdfs, cloud"
business intelligence developer,"javascript, react.js"
network security engineer,"intrusion prevention, vlan, ssl, vpn, ips"
business intelligence developer,"java, j2ee, big data, data analytics, nosql, mongodb, dynamodb, jms, rabbitmq, kafka, storm, spark"
network engineer,"cisco, ccna, ccnp, ccie, ospf, bgp, eigrp, cisco routers"
network consultant,"firewalls, windows server"
devops engineer,"devops, windows, automation, sql, iis"
crm consultant,"sailpoint, java"
hadoop developer,"asp, asp .net, c#, & pl, sql platform"
information security analyst,sourcefire & firesight
data analyst,"sas, risk data analysis"
microstrategy architect,cloud technologies
computer scientist,"c++, python, java, gui, arduino, software development"
software test engineer,"software development, agile, scrum"
hadoop developer,"sharepoint 2013, o365, office 365, provider hosted apps, angular js, bootstrap"
master data analyst,"itsm, process, itil, reports, data analysis"
java developer,javascript & jquery
technical service representative,"dmv, auto tag , or title services, vin numbers, vehicle registration"
business analyst,"ecommerce , supply chain"
solutions architect,"pre, sales, sow, microsoft, vmware, cisco, storage, cloud"
data analyst,"healthcare, informatica or datastage, erwin or toad, claims, enrollment data, data warehouse, sql queries, informatica"
emr specialist,"aa, customer service, computer systems"
microstrategy architect,"java, jee, html, javascript, ajax, css, css3, less, html, dom, json, jquery, bootstrap, jquery"
crm consultant,"analysis, analytical, analytics, ficial services, hyperion, interpersonal"
security engineer,"security, security st, ards, policies, best practices"
security architect,best practices
sharepoint manager,sharepoint admin
business intelligence analyst,"pmo, ficial services, regulatory, compliance"
hadoop developer,"sockets , rest , soap , roid , ios , windows phone"
information management specialist,"help desk, top secret, ts"
systems engineer,"tripwire, perl or python, java, mysql database, agile development"
big data engineer,".net, agile, iis, sql, stored procedures, web services"
functional analyst,"administration, support, implementation, upgrade projects"
data migration lead,"gui lead, html5, css3, jquery, jsp, bootstrap, rest webservices jersey, ajax, java script, jsp, jstl"
web developer,"asp.net mvc preferred, bootstrap css, angular must, java script, jquery, hmtl"
technical support manager,"daily tasks, operations, strategy, initiatives, goals, broad b, converged, mpls, microsoft server , pc operating systems"
software engineer,"java, java script, full stack development, front end development, sdlc, agile"
business intelligence developer,"aem, cq5, javascript framework, angularjs, reactjs, wcm"
network engineer,"lan, wan, cisco routers, switches, f5"
network engineer,"linux, ansible, puppet, jenkins, aws, chef"
director information,infosphere infosphere
web developer,"j2ee, xml, soa, osb, api, oracle soa"
network management specialist,peoplesoft
business intelligence developer,"aem, cq5 development"
data analyst,"model development, model validation, ccar"
network security engineer,c++
microstrategy architect,"bo, sql, architect"
data reporting analyst,"erstudio, gse experience, 4, 6 plus years"
software engineer,"aws, java, petabytes, hbase, scala, hive, map reduce, linux, unix"
technical manager,wbs
software product manager,"degree, agile, rally"
network engineer,"cadd, bentley"
java developer,".net , java , jquery c#, asp.net"
decision support analyst,"sap apo, gatp, ppds"
information assurance engineer,"nruf, ms, office, sql, access, lerg, birrds, pstn, npa, nxx, nampa, neustar"
business intelligence developer,"unity, unity 3d, maya, c#, ui, c++, google tango"
business intelligence developer,"java, ms sql server , point, of, sale, junit , apache, tomcat, mvc"
business intelligence developer,"java microservices, cloud foundry"
software engineer,"java, c++, distributed systems; java, c++, distributed systems"
soa engineer,"soc, arcsight or splunk, fortinet, fortigate, fortiweb, fortimail"
software engineer,"triplestores, graph databases, development , including image creation , container management, agile teams, maven, java"
game tester,"oss, bss, selenium, qa automation"
windows administrator,"windows 2003, 2008, 2012 administration"
sql developer,"php, perl, ubuntu, lts infrastructure"
accounting systems analyst,"peoplesoft fice , procurement, visio local only"
integration engineer,"hl&, pharmacy, java, javascript, sql, allscripts"
software engineer,"aaham, sql"
data manager,"verticals, content service providers"
functional analyst,"sap, fico, ecc, new gl, spl, integration, copa, sdlc, functional, specifications, account determination"
sharepoint developer,"sharepoint, design, web applications, sox, hipaa, itlil, powershell"
backend java developer,"java, core java, agile, xml, unix"
it auditor,"audit, ccar, sql, data analysis"
backend java developer,"core java, hibernate, oracle, pl, sql"
business intelligence developer,"cobol, jcl, cics, vsam, sql, db2"
gis analyst,info arcview
crm consultant,"capital markets, risk management market, credit , kyc"
data scientist,"etl, informatica, unix, aix, oracle, data warehouse, sql"
network engineer,"cisco, f5"
data manager,"work day, payroll, hcm, workday, oracle, peoplesoft, sap, saas , erp systems"
net developer,".net, asp.net, c#, sql server"
automation application engineer,"qa automation, agile, java, groovy, database, code, healthcare"
financial systems administrator,"domino, windows"
business intelligence analyst,"network, cisco, noc, network administrator"
business systems analyst,"application support, business systems analysis, cognos, datawarehouse, etl, jde, jde enterprise one, management, obiee, oracle, troubleshoot, verbal , written"
security architect,"net, iis, tfs , or git, asp.net, mvc, sql server , reporting services, c#, html, json, rest, soap , xml, xsl sharepoint, sitefinity, php, css"
ux designer,"ux design, custom ui, design"
data scientist,"sybase, crystal reports, sql"
business intelligence developer,"java, jms, sql, insurance, unix"
business intelligence developer,webmethods
business intelligence developer,"duck creek, client configuration, c#, asp.net, vb.net, visual studio, sql server, tfs, cloud, azure"
java developer,"java, j2ee including ejb, servlets, spring , javascript"
information security analyst,"dns, web proxies, anit, virus, security"
business analyst,vp information technology
imaging specialist,"support experienced required, software issues, communicate application problems"
help desk jobs,"windows, active directory"
master data analyst,"dwh background, erwin"
vp informatics,communication
mainframe developer,"mainframe , ims, pli , cobol, ims db, db2"
business intelligence developer,"java , gwt, ejb , jms , banking experience"
business analyst,"ba, pm"
it project manager,"disaster recovery, dr, pm, it infrastructure architecture, distribution, wms, jd edwards, oracle fusion, manhattan associates wms"
software development manager,"java, c++, software manager; java, c++"
aix administrator,aix
ios developer,"code, iot"
technical jobs,project management
business intelligence analyst,"script automation, automation, jira, zephyr, vbscript, automation"
data manager,"clinical background, meditech, migrations, rn"
sql developer,"python, django, javascript, jquery, backbone.js, oracle, mysql, sqlserver"
master data analyst,vp information technology
big data engineer,"qa automation, agile, java, groovy, database, code, healthcare"
business intelligence manager,"risk assessment, cism, cissp, pci dss"
gis administrator,"vb.net, c#, encompass 360, uat"
business analyst,"sdlc, agile model"
technical manager,"managed services, it strategy, customer service, program management"
gis administrator,"troubleshooting , resolving production issues"
threat analyst,"salesforce, sales force, sales, force"
big data engineer,"devops, linux, java, perl"
portal architect,"storage architecture , v, max 2 , 3 , directors , fabri"
sql developer,"sql server , ssis , lead"
business analyst,"energy trading , operations, credit, contract , trade identification, capture, comprehensive r"
financial systems administrator,"ac, accounts payable, am, analytical, ap, asset management, ficial modules, ficial practices, general ledger modules, gl, healthcare vertical, implementation, lawson ficials"
report programmer,"crestron, video"
threat analyst,"hbss, fortify, acas, retina"
security incident response engineer,"active directory, analytical, cisco, citrix, exchange 2010, iis, information security, interpersonal"
sharepoint jobs,"sharepoint 2013, windows 2012 administration, windows rms"
business analyst,"agile, healthcare data, analytics"
java developer,java sql restful
technical program manager,"pcba, cable assembly, box build, client interaction"
financial systems administrator,"ebs, fic*, oracle ebs, oracle applications, oracle apps, oracle eb, suite, oracle fic*, e, business suite, ebs, fic*, oracle ebs, oracle applications, oracle apps, oracle eb, suite, oracle fic*"
business intelligence developer,"javascript, maven, css, backbone"
android developer,", roid apk"
game master,"ims, imp, project server, ms project, sdlc, agile"
it project manager,"pharma, life science exp"
business intelligence analyst,"payrol, hr, compensation"
data migration lead,"java, jsp, xml, xsd, ajax, json, jquery, css, soa, web services, wsdl, tc server"
data scientist,"sql, r, python, sas, statistics, microsoft office, degree"
network security engineer,"palo alto, riverbed, splunk, security, firewall"
web operations specialist,speed
it project manager,"roid, ios, agile"
network security engineer,"firewall, security, network design , architecture"
data manager,"project management, service management"
data scientist,v7 firmware
android developer,"java6, 7, xml, roid sdk, gcm"
hadoop developer,"microsoft .net technologies, sql , relational databases"
big data engineer,"cisco, firewalls, routers, network design, f% load balancers, citrix, netapp, purestorage"
data scientist,"selenium, java, automation, informatica tdm, grid tools, or oracle; informatica, trillium, ibm qualitystage, sas, dataflux;ibm infosphere mdm, healthcare domain"
it auditor,"flight test information, airplane flight manual, pilots abbreviated checklists"
security administrator,.
business intelligence developer,"aws, azure , java, j2ee, big data, nodejs, nosql, dynamodb, mongodb, prototype, kafka, activemq, rabit, data agregation; python"
net coordinator,netsuite
business intelligence developer,sap business object
software engineer,"javascript, web services, api, sql, html, css, angular, integration, web services, api, sql"
game tester,"jmeter , hp load runner , .net"
security incident response engineer,"unified communications, unity, cisco"
sql developer,"php , perl, ubuntu, c#, c++, linux, unix, mysql, sql server"
systems engineer,"unix linux redhat, centos perl"
net developer,"tdd, rabbittmq, angular, bootstrap, git, jira, confluence"
sql developer,"mysql or oracle , linux or unix , sql"
network jobs,"can adapt , learn new"
information management specialist,"degree, 3, tier architecture, java, perl, shell, powershell, unix, linux"
software engineer,"hadoop, agile, rdbms, hibernate, git, java, big data"
java developer,"java, degree, ooad, team lead"
software development coordinator,"linux, openstack, sdn, nfv, architect, software"
technical analyst,"technical support, sql, html, c#, .net, asp.net"
sharepoint jobs,"customer sharepoint 2010, 2013, backup , restore, issue resolution , managing system configuration"
business intelligence developer,"tsql, ssis, ssrs"
big data engineer,"npp, vmware or citrix, storage, san knowledge"
data scientist,"spark, scala"
sql developer,mstr
