"Job.Title","Job.Description","Size","Sector","Skills"
"Business Intelligence Analyst - GoPay"," role business intelligence analyst will working gopay business product team supporting analytics data products automated dashboards reports alerts simulation tools will create business impact scale helping gopay level detail enables stakeholders identify address critical issues aligning deliverables according teamâ s priorities requirements will general analysis new feature product released released provide customer merchant segmentations based personas deep analytics customer behavior give strategic insights businesses make decision event performance analysis cashback promos poi etc provide visualisations track gopay performance data etl extraction transform load will need least 2+ years experience analysist business intelligence data science field familiarity variants sqlproficient etl extract transform load plus familiarity metabase tableau bigquery python will major plus excellent analytical skills topped strong communication presentation capabilities order share recommendations ability work team members data science projects strong contribution database design data architecture data mining analytics data security privacy data visualization team gopay business intelligence team working indonesia s leading e money wallet offers best experience payment services customers service providers started e money wallet gojek indonesiaâ s first leading ride sharing application transport food delivery demand services ","Medium Large","Transportation & Logistics","security, python, database, architecture, analysis, application, etl, business intelligence, communication, performance, automated, tableau, analytical, design, data architecture, analytics, data, e, data science, database design, V349, analyst, data visualization, simulation, etc., data security, etc, visualization, business, reports, 2, requirements, s, impact, privacy, data mining, delivery, tools, bigquery, detail, based, presentation"
"Data Scientist - JID","job role data scientist location jakarta indonesia description least 5 years validated proven track similar working experience solid understanding sql pl sql sql server spss spas good command programming language software environment statistical analysis graphics representation reporting e r python knowledge business objects tableau cognos distributed computing paradigms different distributions hadoop spark excellent documentation skills experience managing multiple test demoâ s presenting customers telco solution architecture experience preferably indonesian citizen due visa restrictions job type full time","Small","Business Services","sql, python, software, architecture, analysis, sql server, hadoop, pl, test, spark, tableau, documentation, r, data, e, programming, business objects, full time, V349, cognos, server, graphics, reporting, solid, business, full, statistical analysis, s, spss, 5"
"Data Scientist - Risk Modelling Specialist","company description cermati financial technology fintech startup based indonesia cermati simplifies process finding applying financial product bringing everything online people can shop around financial products online can apply online without physically visit bank team hailed silicon valley tech companies google microsoft linkedin sofi well indonesian startups doku touchten graduates well known universities universitas indonesia itb stanford university washington cornell many others building company culture openness transparency drive meritocracy silicon valley companies join us cause build world class fintech company indonesia job description working team build credit risk modelling analytics reporting retail customer partner product team determine technology help detect reduce risk analyze key metrics determine risk help building variety data ingredients needed modelling effectively maintain credit model platform utilised team expected provide advice guidance ongoing efficiency gains new credit modelling methodology qualifications undergraduate degree analytical discipline e g math statistics however disciplines will considered experience using statistic tool r python sas sql analytical tools advanced ms excel skills willingness get hands dirty build data","Small","Information Technology","sql, python, excel, sas, analytical, metrics, analytics, r, data, e, can, microsoft, degree, V349, statistics, risk, retail, financial, build, reporting, ms, hands, ms excel, technology, tools, based"
"Senior Data Scientist"," senior data scientist job become available established fintech startup indonesia senior data scientist role part analytics team will plan develop deploy machine learning models advanced analytics solutions solve business problems will part digital lending company revolutionising access financial products millions emerging consumers indonesia company developed first digital data driven credit underwriting risk assessment platform process consumer loan applications determine credit worthiness using mobile app key responsibilities define problems hypotheses develop recommendations decision support tools increase business value continuously improve predictive value models monitor model performance production systems closely coordinate lead junior data scientists engineers work develop culture highly reproducible work attention detail quality work getting solutions production quickly succeed senior data scientist role will need strong analytical skills technical skills teamwork business acumen key requirements exceptional can attitude least three years experience applied quantitative analysis statistical analysis modelling least three years experience python r proficiency numpy pandas scikit learn equivalent r automl frameworks proven management experience small teams solid communication skills bahasa indonesia english results oriented readiness work fast dynamic environment deep understanding linear algebra multivariate calculus applied mathematics statistics algorithms complex optimisation masterâ s degree statistics mathematics applied math engineering computer science similar advanced degree preferred firm needs introduction known one indonesiaâ s leading fintech start ups successful track record analytics data science projects senior data scientist role perfect opportunity apply now learn senior data scientist job become available established fintech startup indonesia ","Medium Large","Business Services","python, management, systems, analysis, engineering, engineers, applications, quality, access, communication, computer, performance, analytical, computer science, algorithms, analytics, r, support, data, mobile, data science, can, degree, V349, ups, statistics, lead, production, risk, technical, risk assessment, financial, solid, digital, business, statistical analysis, develop, requirements, s, mathematics, solutions, frameworks, machine learning, tools, detail, business acumen, decision support"
"Data Analyst","koinworks hiring data analyst will help whole organization making great information clients company needs responsibilities helping develop reports analysis supporting data integrity technology division troubleshooting reporting database creating appropriate documentation stakeholder understand steps data analysis process requirements bachelor degree computer science major minimum 1 year work experiences familiar agile development method ability analyze existing tools databases provide software solution recommendations experience applying various well documented patterns techniques think sounds fascinating donâ t hesitate apply us team will get back soonest thank ","Small","Data Analysis","development, software, agile, database, analysis, data analysis, computer, computer science, documentation, t, data, degree, V349, analyst, troubleshooting, reporting, reports, develop, agile development, requirements, databases, technology, 1, data integrity, tools"
"Data Analyst","general job description become sme subject matter expert terms data analytics within business unit cluster understand analyze transactional order related behavioral event tracking client activity demographic data explore various datasets generate insights conclusions recommendations produce rich insightful meaningful beautiful dashboards monitoring reporting automates insight generation collaborate synergize across data functions data engineering business intelligent data tracker data scientist teams strategic partner product feature functionality business campaign initiatives also technology implementation specific technical requirments produce data visualization story tell data required tools perform work solid excel proficiency sql knowledge develop understanding data wrangling data manipulation r python basic statistics modelling utilization provide data insights demand proactively order assist operations general requirments bachelor s degree 1+ years data analytics experience plus","Medium Large","Information Technology","sql, python, excel, engineering, implementation, analytics, r, data, basic, data analytics, degree, V349, statistics, data visualization, operations, technical, client, reporting, solid, visualization, business, develop, s, monitoring, technology, 1, data manipulation, tools"
"Quantitative Researcher (Internship)"," intern will work alongside highly talented innovative colleagues interns given responsibilities order excel showcase talents day one working environment challenging fast paced highly rewarding projects tied directly current business needs customized intern successful candidates quantitatively minded keen research driven create impactful solutions real problems requirements current undergraduate reputable university mathematics statistics physics quantitative finance financial engineering computer science engineering quantitative majors encouraged apply exposure statistical mathematical programming languages sas matlab r etc strong academic quantitative problem solving analytical skills knowledge optimization theory econometrics statistics probability numerical methods fast learner willing able learn additional new skills programming fields quickly past participation science olympiad quantitative field plus ","Small","Data Analysis","excel, engineering, computer, sas, analytical, computer science, research, r, programming, matlab, finance, V349, statistics, physics, etc., financial, optimization, etc, real, business, requirements, mathematics, solutions"
"Data Analyst","requirements minimum bachelor degree information technology experience financial services industry preferable able work individual within team deadline strong communication skill initiative analytical thinking skills required ms excel google analytics firebase job information education level s1 job level sr officer job function information technology t job type contract job location jakarta work experience 3 year","Medium Small","Telecommunications","excel, communication, analytical, t, analytics, degree, information technology, V349, financial services, financial, 3, education, ms, requirements, ms excel, technology, google analytics"
"Senior Data Scientist / MLE","work one highest performing startup high variety use cases latest technology client client leading fintech startup high social vision help underserved made possible individuals accessibility financial products job description gather manage scrub data collected various analytic platforms sources write sql queries build quantitative analysis define problems hypotheses develop recommendations analyze large amounts data discover insights solving problems leading better business performance collaborate fellow data scientists data engineers business units design deploy data drive solutions high business value implement continuous improvement predictive accuracy models monitor performance production systems apply best practices data driven decision processes statistical theorems successful applicant minimum 3 years experience data science modelling statistics quantitative analysis excellent understanding machine learning algorithms python libraries limited scikitlearn pandas keras xgboost catboost tensorflow proficiency using sql query language independently able query databases perform search patterns great understanding linear algebra multivariate calculus applied statistics skills distributions statistical testing regression etc solid analytical problem solving skills curious fast learning exceptional can attitude excellent data visualization presentation skills preferably bachelor s degree mathematics computer science statistics engineering similar advanced degree s offer competitive benefits work one highest performing startup high variety use cases latest technology","Medium Small","Business Services","sql, python, systems, analysis, engineering, engineers, computer, performance, analytical, computer science, design, algorithms, testing, data, data science, can, best practices, libraries, degree, V349, statistics, data visualization, sql queries, production, etc., financial, 3, client, build, etc, solid, visualization, business, continuous improvement, develop, s, databases, mathematics, technology, regression, solutions, machine learning, accessibility, high, presentation"
"Data Analyst","requirements bachelor degree fresh graduate welcome proficient excel willing learn new tools analytical presentation data interpretation skills data driven logic detail oriented comfortable written spoken english background ota hospitality related industry plus","Small","Data Analysis","excel, analytical, data, degree, V349, requirements, tools, detail, presentation"
"Senior Data Scientist","â work stakeholders throughout organization identify opportunities leveraging company data drive business solutionsâ mine analyze data company databases drive optimization improvement product development marketing techniques business strategiesâ assess effectiveness accuracy new data sources data gathering techniquesâ develop custom data models algorithms apply data setsâ use predictive modeling increase optimize customer experiences revenue generation ad targeting business outcomesâ develop company b testing framework test model qualityâ coordinate different functional teams implement models monitor outcomesâ develop processes tools monitor analyze model performance data accuracyâ bachelor degree master statistics mathematics computer degree fresh graduated also can applyâ experience 5 7 years manipulating data sets building statistical models â strong problem solving skills emphasis product developmentâ experience using statistical computer languages r python slq etc manipulate data draw insights large data setsâ experience working creating data architecturesâ knowledge variety machine learning techniques clustering decision tree learning artificial neural networks etc real world advantages drawbacksâ knowledge advanced statistical techniques concepts regression properties distributions statistical tests proper usage etc experience applicationsâ excellent written verbal communication skills coordinating across teamsâ drive learn master new technologies techniquesâ knowledge experience statistical data mining techniques glm regression random forest boosting trees text mining social network analysis etcâ experience querying databases using statistical computer languages r python sql etcâ experience creating using advanced machine learning algorithms statistics regression simulation scenario analysis modeling clustering decision trees neural networks etcâ experience analyzing data 3rd party providers google analytics site catalyst coremetrics adwords crimson hexagon facebook insights etcâ knowledge big data tools distributed data computing tools map reduce hadoop hive spark gurobi mysql etcâ experience visualizing presenting data stakeholders using periscope business objects d3 ggplot etc waspada terhadap modus penipuan pada saat proses interview perusahaan tidak akan memungut biaya apapun dalam melakukan proses interview mohon segera melaporkan ke kami jika pada saat anda diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang please aware fraud company company will never collecting payment process interview please immediately report us s companies collecting payment jobseekers ","Small","Finance","sql, python, development, network, analysis, mysql, hadoop, test, big data, spark, communication, computer, networks, performance, hive, algorithms, testing, analytics, r, data, business objects, can, degree, V349, framework, statistics, functional, simulation, product development, etc., ad, optimization, etc, real, business, 7, develop, modeling, map reduce, s, databases, mathematics, 5, google analytics, regression, data mining, machine learning, tools, report"
"Senior Data Scientist","founded 2010 lynx analytics predictive analytics company team world class quantitative marketing scientists industry experienced data scientists openly welcome ideas innovation believe succeeding team â whilst great time joining us ll work collaborative group diverse talented individuals looking senior data scientists work lead complex data analysis projects using standard modelling data transformation approaches well lynx s proprietary graph analysis system comfortable working large data sets residing different data stores disparate formats strong hands implementation well potential move fast onto high growth career trajectory leadership experience charisma huge advantage key responsibilities will include collecting business tequirements designing provided solution given problem leading ds team delivering implementing data science solutions client s location responsible quality deliverables present results stakeholders get crs feedback collaborating pmo internal teams supporting pre sales activities drafting projects poc s create reusable documentations presentations code libraries led projects mentoring mid senior junior data scientists participating internal education research tasks succeed role 5+ years industry experience preferably finance telecommunication retail fields strong knowledge data mining data science probability theory statistics data science algorithms application customer retention campaign management etc excellent communication data visualization skills must need good problem solving skills knowledge dwh querying languages like sql hive teradata mysql etc spark pyspark experience etl designing addition ability write programs programming language e g r python able undertake travel required 50 within region ","Small","Information Technology","sql, python, management, analysis, mysql, system, application, etl, quality, spark, data analysis, communication, sales, hive, algorithms, leadership, implementation, analytics, research, teradata, r, data, e, programming, data science, finance, libraries, V349, statistics, data visualization, lead, pmo, retail, etc., education, client, etc, visualization, business, transformation, hands, pyspark, innovation, s, 5, presentations, solutions, data mining, high"
"Senior Data Scientist","20 000 000 idr 50 000 000 idr jakarta education masterâ s degree statistics mathematics applied math engineering computer science similar advanced degree preferred language english must fluent 3+ years experience applied quantitative analysis statistical analysis modelling 3+ years experience python r proficiency numpy pandas scikit learn equivalent r automl frameworks deep understanding linear algebra multivariate calculus applied mathematics statistics algorithms complex optimization workä ä å å ¹ã ã ã ã job description plan develop deploy machine learning models advanced analytics solutions solve business problems define problems hypotheses develop recommendations decision support tools increase business value continuously improve predictive value models monitor model performance production systems closely coordinate lead junior data scientists engineers work develop culture highly reproduceable work attention detail quality work getting solutions production quickly salary 20 000 000 idr 50 000 000 idr work location jakarta requirement education masterâ s degree statistics mathematics applied math engineering computer science similar advanced degree preferred language english must fluent experience 3+ years experience applied quantitative analysis statistical analysis modelling 3+ years experience python r proficiency numpy pandas scikit learn equivalent r automl frameworks deep understanding linear algebra multivariate calculus applied mathematics statistics algorithms complex optimization english level business level language none benefit ","Small","Data Analysis","python, systems, analysis, engineering, engineers, quality, computer, performance, computer science, algorithms, analytics, r, support, data, degree, V349, statistics, lead, production, 3, education, optimization, business, statistical analysis, develop, s, mathematics, solutions, frameworks, machine learning, tools, detail, decision support"
"Data Analyst","persyaratan s1 matematika statistik dari universitas terkemuka minimal 2 tahun pengalaman sebagai data analyst di industri televisi data savvy dan memiliki semangat untuk belajar bersedia bekerja dalam waktu yang panjang bergabunglah bersama kami dengan mengirimkan resume anda melalui email ke recruit sctv co id recruitment indosiar com","Small","Data Analysis","data, com, V349, analyst, email, recruitment, 2"
"Senior Data Scientist â€“"," client award winning leading predictive analytics firm focus data analytics ai solutions innovative digital transformation looking senior data scientists join growing team jakarta lead data scientist will lead complex data analysis projects using standard modelling data transformation approaches comfortable working large data sets residing different data stores disparate formats strong hands implementation well potential move fast onto high growth career trajectory key responsibilities will include â collecting business requirements designing provided solution given problem â leading ds team delivering implementing data science solutions clientâ s location â present results stakeholders get crs feedback â collaborating pmo internal teams â supporting pre sales activities drafting projects poc s creating reusable documentations presentations code libraries led projects â mentoring mid senior junior data scientists â participating internal education research tasks succeed role 5+ years industry experience strong knowledge data mining data science probability theory statistics data science algorithms application customer retention campaign management etc excellent communication data visualization skills must need good problem solving skills knowledge dwh querying languages like sql hive teradata mysql etc spark pyspark experience etl designing addition ability write programs programming language e g r python able undertake travel required 50 within region interested role like discuss similar roles interested please feel free reach mpagtakhan welovesalt com confidential discussion salt search pte ltd â ea 05c4494 cei r1438084 licence 07c3147 salt acting employment agency relation vacancy job information job reference jo 2008 193502 salary negotiable salary per annum job duration job start date asap job industries technology job locations jakarta job types permanent job skills data science probability theory r python sql statistics","Medium Small","Business Services","sql, python, management, analysis, mysql, application, etl, spark, data analysis, communication, business requirements, sales, hive, algorithms, implementation, analytics, research, teradata, r, data, e, programming, data science, data analytics, libraries, com, V349, statistics, data visualization, lead, pmo, etc., education, client, etc, digital, visualization, business, transformation, hands, pyspark, requirements, s, focus, technology, 5, ai, presentations, solutions, data mining, high"
"Data Analyst","support client servicing partnership sales team data extraction data analysis support clientsâ ad hoc data requests covered regular data delivery platform help internal stakeholders client service partnership sales team identify data trends useful shared clients thought leadership needs proactively produce find interesting data insights can shared clients enhance clients satisfaction brand reputation proactively investigate data quality issues conduct sense checks data kpis build sound understanding fmcg categories brands sub brands skus daily data requests can performed quickly depth knowledge understanding clientsâ brands support basic ppt charting excel tables etc proven experience data analyst market research analyst business intelligence analyst experience fmcg industry fast moving consumer goods market research plus degree mathematics statistics economics plus proficiency sql tableau excel required excellent written verbal communication skills able multi task work independently good team spirit proficiency english bahasa indonesia essential communicate local global team","Small","Data Analysis","sql, analysis, excel, business intelligence, quality, data analysis, communication, sales, tableau, leadership, research, support, data, basic, multi, can, degree, V349, analyst, statistics, etc., ad, client, build, etc, data quality, business, mathematics, delivery, economics"
"Data Analyst","minimum bachelorâ s degree major information technology statistics mis preferred knowledgeable logistics statistics required skill s ms excel ms access tableau sql able create informative report dashboard team player eager learn organized strong problem solving skill proficient english must ","Small","Transportation & Logistics","sql, excel, access, tableau, degree, information technology, V349, statistics, dashboard, ms, s, ms excel, technology, logistics, organized, report"
"Software Engineer, Data","job responsibility develop implement machine learning pipeline infrastructure including limited etl extract transform load raw data model features building platform automate ml training testing maintenance partnering data scientists transform prototypes predictive models high performance well integrated systems qualifications 1 2 years junior role 3 5 years senior role relevant experiences software engineering data engineeringability write robust code pythonhigh degree proficiency rdbms e mysql postgresql sql platforms e s3 baseline knowledge data structures data modelling software architecture related machine learningstrong interest building scalable reliable machine learning ai related servicespast experience working cloud services platform build data pipeline monitoring scheduler storage preferably aws environment familiarity using distributed computing platform hadoop spark plus","Small","Data Analysis","sql, software, systems, architecture, aws, mysql, cloud, hadoop, etl, engineering, spark, infrastructure, performance, testing, postgresql, data, e, rdbms, storage, degree, V349, s3, data structures, 3, build, maintenance, develop, 2, reliable, monitoring, software architecture, 1, 5, ai, ml, machine learning, software engineering, high, training"
"Data Analyst and Researcher","job description create maintain metrics reports dashboards marketing sales activities effectiveness business impact propose strategy logical experimentation opportunities based strong business urgency scale work closely product managers business development engineering get things done requirements naturally curious users people behaviour understanding order build great product great platform comfortable tackling large complex problems small focused ones terms attitude personality drive minimum qualifications +2 years experience similar assignment experienced growth tools mixpanel adwords remarketing analytics etc graduated reputable university team will review application will touch application shortlisted next stage hear us 30 days will keep resume file case relevant opportunity opens wish best great day","Medium Small","Data Analysis","development, application, engineering, sales, metrics, analytics, V349, case, etc., build, etc, strategy, business, reports, 2, next, requirements, impact, tools, based"
"Data Analyst","responsibilities working closely data engineer maintain data quality continuously improving data make sure handle issues can possibly occur design trackers ensure weâ ll get data need tracking build data visualisation dashboard monitor key metrics data exploration give actionable insights business product improvements handle ad hoc data request product performance review improvements perform data collection learn data within product 3rd party requirements minimum 1 year experience related field passionate data ott platform familiar one languages querying data sql python spark comfortable working huge data sets numbers e g millions plays per day ability convert number insights good interpersonal communication skill knowledge etl support contribute database implementation systems plus knowledge analytics tools plus google analytics firebase etc ","Medium Small","Information Technology","sql, python, systems, database, etl, quality, spark, communication, performance, design, implementation, metrics, analytics, support, data, e, can, engineer, V349, dashboard, etc., ad, build, etc, data collection, data quality, business, requirements, 1, google analytics, tools"
"Data Engineer","description role data engineer zalora will part data sciences innovation lab team serves gatekeepers curators big data collected data warehouse data lake aspects fashion e commerce business support data driven decision making will conduct complex data analysis continuously evolve management reporting deliver business insights environment rapid growth increasing complexity responsibilities drive full lifecycle data science projects gathering understanding end user needs implement fully automated solution develop provision data pipelines enable self service reports dashboards deploy machine learning techniques answer appropriate business problems using r python visualize data using tableau create repeatable visual analysis end users use tools take ownership existing bi platforms maintain data integrity accuracy numbers data sources know agile scrum project management experience knowledge ability prioritise pushback effectively manage data product sprint backlog requirements 4+ years experience building scalable reliable etl elt pipelines processes ingest data variety data sources preferably ecommerce retail industry deep understanding relational database management systems rdbms e g postgresql mysql sql databases e g mongodb elasticsearch hands experience implementation performance tuning mpp databases e g redshift bigquery experience tableau power bi superset standard data visualization tools strong proficiency writing production quality code preferable r python engineering experience machine learning projects like time series forecasting classification optimization problems experience administering deploying ci cd tools e g git jira jenkins industrialization e g ansible terraform workflow management e g airflow jenkins luigi linux operating system environments exhibits sound business judgment proven ability influence others strong analytical skills proven track record taking ownership leading data driven analyses influencing results knowledge cloud services like aws gcp azure huge added advantage e commerce logistics fashion retail background bonus zalora story zalora exists millions fashion consumers asia seeking shopping experience focused unique styles trends fit asiaâ s leading online fashion destination zalora founded 2012 presence singapore indonesia malaysia brunei philippines hong kong taiwan zaloraâ s localised sites offer extensive collection top international local brands well house labels across apparel shoes accessories men women zalora part global fashion group world s leader online fashion emerging markets zalora obligated accept resumes third parties behalf potential candidates position advertised otherwise means unless zalora executed written agreement third party expressly requested third party candidate referrals third parties provide unsolicited resumes candidate s shall waive forfeit rights claim placement fees referral fees event candidate eventually engaged employed zalora global fashion group ","Medium Large","Information Technology","sql, linux, python, management, systems, agile, database, aws, analysis, mysql, system, cloud, project management, etl, engineering, git, jenkins, scrum, azure, data warehouse, quality, big data, data analysis, project, performance, automated, jira, mongodb, tableau, analytical, lifecycle, implementation, ansible, postgresql, bi, ci, r, support, data, e, rdbms, data science, commerce, ecommerce, cd, engineer, V349, data visualization, elasticsearch, gcp, production, power bi, terraform, redshift, end, retail, workflow, 2012, optimization, relational database, reporting, visualization, business, full, reports, develop, hands, innovation, reliable, requirements, s, data lake, databases, 4, logistics, data integrity, elt, machine learning, tools, bigquery"
"Data Engineer","mekari indonesia s 1 software service saas company mission empower businesses professionals progress effortlessly products talenta sleekr jurnal klikpajak used tens thousands business indonesia reach millions need people like entrepreneurs builders owners inside company eager grow scale join us empower businesses technology job descriptions manage whole architecture data warehouse work together business intelligence delivering values data work collaborative team projects implement robust data collection processing pipelines responsible building clean data asset high quality integrity work across departments understand data patterns contribute data modeling data mart solutions requirements qualifications bachelor degree computer science engineering mathematics related fields 2+ years experience data warehouse architecture 2+ years experience programming languages frameworks libraries python java flask numpy pandas etc excellent communication skills analytical thinking familiarity data processing frameworks distributed computing ecosystems hadoop spark etc familiarity data pipelines storages mongodb cassandra kafka postgres experience building distributed systems data extraction ingestion large data sets processing experience custom etl implementation maintenance strong foundation ai machine learning techniques plus experience ml model implementation system architecture plus will get competitive salary + daily allowance private health insurance outpatient inpatient maternity dental allowance sports activities glasses contact lenses strategic office location accessible mrt flexible working hours remote work culture notebook ownership program friendly dynamic work environment opportunity take part growing indonesia s 1 saas company team will review application will touch application shortlisted next stage hear us 30 days will keep resume file case relevant opportunity opens wish best great day","Medium Small","Data Analysis","java, python, software, systems, architecture, system, application, hadoop, etl, engineering, business intelligence, data warehouse, quality, spark, communication, computer, mongodb, analytical, computer science, implementation, kafka, foundation, cassandra, saas, data, programming, libraries, degree, V349, postgres, case, insurance, distributed systems, etc., data modeling, etc, data collection, business, maintenance, system architecture, modeling, 2, next, requirements, s, data processing, mathematics, technology, 1, ai, ml, solutions, frameworks, machine learning, flask, high"
"Data Analyst","brief description looking data analyst strengthen marketing performance team handle tasks collecting analyzing digital data produced marketing mediums including social media website provide valuable insights responsibilities provide data conduct digital analysis determine measure effectiveness digital based marketing campaigns various objectives including awareness campaigns buzz campaigns engagement activities social listening gain insightful data detect potential crisis digital insight campaign summarize analysis communicate findings effectively cross functional teams work cross functional teams create maintain kpi campaign identify communicate potential optimization opportunities ensure quality data regular data reviews making recommendations based findings requirements minimum 1 year experience digital analytics social media measurement related fields digital marketing minimum 1 year experience analytics platforms google analytics facebook insights twitter analytics socialbakers adobe analytics etc minimum 1 year experience social listening tools crimson hexagon brandwatch brand24 sprinklr etc exposure online marketing disciplines search engine marketing search engine optimization etc ability think analytically identify solve problems data analysis experience summarizing presenting findings clearly concisely understanding effective report dashboard design standards skill web analytics google analytics social media analytics proficient ms office especially microsoft excel powerpoint team player able work cross functional team proficient time management prioritization skills highly motivated detail oriented ","Small","Data Analysis","management, web, analysis, excel, quality, data analysis, powerpoint, performance, adobe, design, ms office, analytics, data, microsoft excel, microsoft, V349, analyst, functional, dashboard, etc., cross, optimization, etc, digital, ms, requirements, 1, google analytics, tools, detail, kpi, time management, based, report, social media"
"Marketing, Data Analyst","requirements bachelorâ s degree gpa minimum 3 0 preferably quantitative subject e computer science engineering economics mathematics minimum 2 yearsâ experience marketing analyst data analyst new age technology business e commerce sector ride hailing travel fintech preferably excellent analytical skills need comfortable data â analyze question validity interpret develop recommendations based advanced knowledge sql proficiency excel required python skills will big plus knowledge key tools like google analytics amplitude appsflyer etc preferable comfortable working dynamic fast paced environment conversational ability english required strong analytical planning skills good communication presentation skills excellent problem solving skills ","Small","Data Analysis","sql, python, excel, engineering, communication, computer, analytical, computer science, analytics, data, e, commerce, degree, V349, analyst, etc., 3, etc, business, develop, 2, requirements, s, mathematics, technology, google analytics, tools, economics, based, presentation"
"Data Analyst","collect manipulate analyze data make kpi report provide actionable insight using statistical techniques identify interpret trends patterns data working production team giving recommendation insight impact strategic business direction conduct design experiment doe user experience monetization required qualifications bachelor degree quantitative analysis statistics mathematic computer science strong statistical skills analysis experience working data database mysql postgresql etc experience r rstudio tableau ability communicate quantitative analysis clear precise actionable manner strong interpersonal communications skills including ability communicate technical statistical concepts non technical audiences ","Small","Data Analysis","database, analysis, mysql, computer, tableau, computer science, design, postgresql, r, data, degree, V349, statistics, production, technical, user experience, etc., etc, business, impact, kpi, report"
"Data Engineer"," role data engineer zalora will part data sciences innovation lab team serves gatekeepers curators big data collected data warehouse data lake aspects fashion e commerce business support data driven decision making will conduct complex data analysis continuously evolve management reporting deliver business insights environment rapid growth increasing complexity responsibilities drive full lifecycle data science projects gathering understanding end user needs implement fully automated solution develop provision data pipelines enable self service reports dashboards deploy machine learning techniques answer appropriate business problems using r python visualize data using tableau create repeatable visual analysis end users use tools take ownership existing bi platforms maintain data integrity accuracy numbers data sources know agile scrum project management experience knowledge ability prioritise pushback effectively manage data product sprint backlog requirements 4+ years experience building scalable reliable etl elt pipelines processes ingest data variety data sources preferably ecommerce retail industry deep understanding relational database management systems rdbms e g postgresql mysql sql databases e g mongodb elasticsearch hands experience implementation performance tuning mpp databases e g redshift bigquery experience tableau power bi superset standard data visualization tools strong proficiency writing production quality code preferable r python engineering experience machine learning projects like time series forecasting classification optimization problems experience administering deploying ci cd tools e g git jira jenkins industrialization e g ansible terraform workflow management e g airflow jenkins luigi linux operating system environments exhibits sound business judgment proven ability influence others strong analytical skills proven track record taking ownership leading data driven analyses influencing results knowledge cloud services like aws gcp azure huge added advantage e commerce logistics fashion retail background bonus zalora story zalora exists millions fashion consumers asia seeking shopping experience focused unique styles trends fit asias leading online fashion destination zalora founded 2012 presence singapore indonesia malaysia brunei philippines hong kong taiwan zaloras localised sites offer extensive collection top international local brands well house labels across apparel shoes accessories men women zalora part global fashion group world s leader online fashion emerging markets zalora obligated accept resumes third parties behalf potential candidates position advertised otherwise means unless zalora executed written agreement third party expressly requested third party candidate referrals third parties provide unsolicited resumes candidate s shall waive forfeit rights claim placement fees referral fees event candidate eventually engaged employed zalora global fashion group powered jazzhr","Large","Retail","sql, linux, python, management, systems, agile, database, aws, analysis, mysql, system, cloud, project management, etl, engineering, git, jenkins, scrum, azure, data warehouse, quality, big data, data analysis, project, performance, automated, jira, mongodb, tableau, analytical, lifecycle, implementation, ansible, postgresql, bi, ci, r, support, data, e, rdbms, data science, commerce, ecommerce, cd, engineer, V349, data visualization, elasticsearch, gcp, production, power bi, terraform, redshift, end, retail, workflow, 2012, optimization, relational database, reporting, visualization, business, full, reports, develop, hands, innovation, reliable, requirements, s, data lake, databases, 4, logistics, data integrity, elt, machine learning, tools, bigquery"
"Data Analyst","passionate data science statistic tools bachelor degree information technology stastitics mathematics strong analytical planning skills good communication presentation skills excellent problem solving skills ","Medium Large","Data Analysis","communication, analytical, data, data science, degree, information technology, V349, mathematics, technology, tools, presentation"
"Senior Data Scientist - FinTech","ownership configuring algorithms develop machine learning ml system client one first publicly listed fintech companies owned multinational firm equipped latest data analytic technological platform leverage big data create unconventional data credit scoring deliver fast convenient manner aiming stay forefront financial inclusion agenda year year job description gather manage scrub data collected various ad analytic platforms used training test data develop ml system collaborate data engineer business unit leads determine system technical functional specification process cleanse verify integrity data used analysis ad hoc analysis presenting results clear manner enhance data infra analyze large complex datasets actionable insights use data solve complex problems pivotal business successful applicant excellent understanding machine learning techniques algorithms k nn naive bayes svm decision forests etc proficiency using query languages sql hive pig experience nosql databases mongodb cassandra hbase good applied statistics skills distributions statistical testing regression etc data oriented personality passion big data solid analytical problem solving skills create data driven insights preferably bachelor s degree mathematics computer science statistics engineering related major knows programming language e g r java python plus point experience google cloud platform pipeline experience data visualisation tools klipfolio ggplot etc past participation kaggle platform data s offer competitive benefits","Medium Small","Business Services","sql, java, python, analysis, system, cloud, engineering, test, nosql, big data, computer, mongodb, analytical, computer science, hive, algorithms, testing, cassandra, r, data, e, programming, hbase, engineer, specification, degree, pig, V349, statistics, functional, technical, etc., financial, ad, client, google cloud, etc, solid, business, develop, s, databases, mathematics, ml, regression, machine learning, tools, training"
